Member Name,Record Type,Date,Award,Award Type,Rank,Role,Source File
Petrov,Award,02 November 2024,Campaign Medallion,Operational Service Citation,,,Petrov.png
Petrov,Promotion/Role,06 December 2023,,,Private,Section Medic,Petrov.png
Petrov,Promotion/Role,29 January 2024,,,Private,Reservist,Petrov.png
Petrov,Promotion/Role,29 March 2024,,,Private,Section Medic,Petrov.png
Petrov,Promotion/Role,02 June 2024,,,Private Proficient,Section Medic,Petrov.png
Petrov,Promotion/Role,13 February 2025,,,Private Proficient,Reservist,Petrov.png
Petrov,Promotion/Role,27 September 2025,,,Private Proficient,Section Medic,Petrov.png
Petrov,Promotion/Role,22 October 2025,,,Private Proficient,Reservist,Petrov.png
Petrov,Promotion/Role,28 November 2023,,,Recruit,Reservist,Petrov.png
Petrov,Promotion/Role,02 December 2023,,,Recruit,Section Medic,Petrov.png
Phantom,Award,02 June 2024,1 Year Service Citation,Service Citation,,,Phantom1.png
Phantom,Award,07 June 2025,2 Year Service Citation,Service Citation,,,Phantom1.png
Phantom,Award,02 September 2023,Bronze Soldiers Medallion,Non-Operational Award,,,Phantom1.png
Phantom,Award,02 March 2024,Campaign Medallion,Operational Service Citation,,,Phantom1.png
Phantom,Award,05 April 2025,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Phantom1.png
Phantom,Award,04 October 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Phantom1.png
Phantom,Promotion/Role,06 October 2023,,,Lance Corporal,Platoon Medic,Phantom2.png
Phantom,Promotion/Role,02 August 2025,,,Leading Senior Private,Rifleman (CFA),Phantom2.png
Phantom,Promotion/Role,20 May 2023,,,Private,Reservist,Phantom2.png
Phantom,Promotion/Role,21 July 2023,,,Private,Driver/Rifleman,Phantom2.png
Phantom,Promotion/Role,04 August 2023,,,Private,Medic,Phantom2.png
Phantom,Promotion/Role,06 November 2024,,,Private,Rifleman (CFA),Phantom2.png
Phantom,Promotion/Role,11 May 2023,,,Recruit,Reservist,Phantom2.png
Phantom,Promotion/Role,16 November 2024,,,Senior Private,Rifleman (CFA),Phantom2.png
Phox,Award,06 December 2025,1 Year Service Citation,Service Citation,,,Phox.png
Phox,Award,06 December 2025,Campaign Medallion,Operational Service Citation,,,Phox.png
Phox,Promotion/Role,29 September 2025,,,Junior Lance Corporal,Crew Commander,Phox.png
Phox,Promotion/Role,17 March 2026,,,Junior Lance Corporal,Crew Commander,Phox.png
Phox,Promotion/Role,27 November 2024,,,Private,Reservist,Phox.png
Phox,Promotion/Role,13 November 2024,,,Recruit,Reservist,Phox.png
Phox,Promotion/Role,18 December 2024,,,Trooper,Crewman,Phox.png
Phox,Promotion/Role,07 June 2025,,,Trooper Proficient,Crewman,Phox.png
Phox,Promotion/Role,30 January 2026,,,Trooper Proficient,Crewman,Phox.png
Pluto,Award,02 August 2025,1 Year Service Citation,Service Citation,,,Pluto.png
Pluto,Award,29 September 2024,Bronze Soldier Medallion,Non-Operational Award,,,Pluto.png
Pluto,Award,05 April 2025,Campaign Medallion,Operational Service Citation,,,Pluto.png
Pluto,Award,06 December 2025,Campaign Medallion First Clasp,Operational Service Citation,,,Pluto.png
Pluto,Promotion/Role,26 March 2025,,,Junior Corporal,Crew Commander,Pluto.png
Pluto,Promotion/Role,14 January 2025,,,Junior Lance Corporal,Crew Commander,Pluto.png
Pluto,Promotion/Role,21 July 2025,,,Lance Corporal,Crew Commander,Pluto.png
Pluto,Promotion/Role,06 December 2025,,,Lance Corporal Proficient,Crew Commander,Pluto.png
Pluto,Promotion/Role,24 July 2024,,,Private,Reservist,Pluto.png
Pluto,Promotion/Role,17 July 2024,,,Recruit,Reservist,Pluto.png
Pluto,Promotion/Role,02 August 2024,,,Trooper,Crewman,Pluto.png
Pluto,Promotion/Role,25 November 2024,,,Trooper Proficient,Crewman,Pluto.png
Pluto,Promotion/Role,17 March 2026,,,Trooper Senior,Crewman,Pluto.png
Pogo,Award,01 October 2023,1 Year Service Citation,Period of Service Citation,,,Pogo1.png
Pogo,Award,24 September 2024,2 Year Service Citation,Period of Service Citation,,,Pogo1.png
Pogo,Award,04 October 2025,3 Year Service Citation,Period of Service Citation,,,Pogo1.png
Pogo,Award,30 July 2023,Campaign Medallion,Operational Service Citation,,,Pogo1.png
Pogo,Award,04 May 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Pogo1.png
Pogo,Award,06 October 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Pogo1.png
Pogo,Award,29 September 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Pogo1.png
Pogo,Award,03 June 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Pogo1.png
Pogo,Award,30 November 2024,Protagonist Award,Leadership Award,,,Pogo1.png
Pogo,Promotion/Role,16 December 2024,,,Junior Lance Corporal,Fireteam Leader,Pogo2.png
Pogo,Promotion/Role,02 February 2025,,,Lance Corporal,Fireteam Leader,Pogo2.png
Pogo,Promotion/Role,09 March 2025,,,Lance Corporal Proficient,Fireteam Leader,Pogo2.png
Pogo,Promotion/Role,30 August 2025,,,Leading Corporal,Section Commander,Pogo2.png
Pogo,Promotion/Role,16 June 2025,,,Leading Lance Corporal,Fireteam Leader,Pogo2.png
Pogo,Promotion/Role,16 November 2024,,,Leading Private,Medium Anti-Tank,Pogo2.png
Pogo,Promotion/Role,21 September 2022,,,Private,Reservist,Pogo2.png
Pogo,Promotion/Role,04 April 2023,,,Private Proficient,Reservist,Pogo2.png
Pogo,Promotion/Role,02 February 2024,,,Private Proficient,Medium Anti-Tank,Pogo2.png
Pogo,Promotion/Role,13 September 2022,,,Recruit,Reservist,Pogo2.png
Pogo,Promotion/Role,08 March 2026,,,Senior Corporal,Section Commander,Pogo2.png
Racka,Promotion/Role,13 May 2026,,,Private,Reservist,Racka.png
Racka,Promotion/Role,15 March 2026,,,Recruit,Reservist,Racka.png
Rauty,Award,05 November 2023,1 Year Service Citation,Period of Service Citation,,,Rauty1.png
Rauty,Award,02 November 2024,2 Year Service Citation,Period of Service Citation,,,Rauty1.png
Rauty,Award,02 November 2025,3 Year Service Citation,Period of Service Citation,,,Rauty1.png
Rauty,Award,02 March 2024,Atlas Award,Non-Operational Award,,,Rauty1.png
Rauty,Award,04 June 2023,Campaign Medallion,Operational Service Citation,,,Rauty1.png
Rauty,Award,02 March 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Rauty1.png
Rauty,Award,02 November 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Rauty1.png
Rauty,Award,07 September 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Rauty1.png
Rauty,Award,05 April 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Rauty1.png
Rauty,Promotion/Role,24 February 2026,,,Air Chief Marshal,Squadron Executive Officer,Rauty2.png
Rauty,Promotion/Role,03 November 2022,,,Game Master,Game Master,Rauty2.png
Rauty,Promotion/Role,24 April 2023,,,Game Master,Game Master Lead,Rauty2.png
Rauty,Promotion/Role,08 December 2025,,,Group Captain,Flight 2IC,Rauty2.png
Rauty,Promotion/Role,17 February 2026,,,Group Captain,Flight Commander,Rauty2.png
Rauty,Promotion/Role,20 October 2024,,,Gunner,Gunner,Rauty2.png
Rauty,Promotion/Role,03 November 2022,,,Private,Reservist,Rauty2.png
Rauty,Promotion/Role,19 October 2022,,,Recruit,Reservist,Rauty2.png
Rauty,Promotion/Role,03 May 2026,,,Senior Air Chief Marshal,Squadron Executive Officer,Rauty2.png
Rauty,Promotion/Role,21 November 2024,,,Senior Gunner,Gunner,Rauty2.png
Rauty,Promotion/Role,09 March 2025,,,Senior Leading Gunner,Gunner,Rauty2.png
Razorjax,Award,11 August 2021,1 Year Service Citation,Period of Service Citations,,,Razorjax.png
Razorjax,Award,04 September 2022,2 Year Service Citation,Period of Service Citations,,,Razorjax.png
Razorjax,Award,02 September 2023,3 Year Service Citation,Period of Service Citations,,,Razorjax.png
Razorjax,Award,03 May 2026,3 Year Service Citation,Period of Service Citations,,,Razorjax.png
Razorjax,Award,18 April 2021,Campaign Medallion,Operational Service Citations,,,Razorjax.png
Razorjax,Award,24 October 2021,"Campaign Medallion, First Clasp",Operational Service Citations,,,Razorjax.png
Razorjax,Award,02 September 2023,"Campaign Medallion, Fourth Clasp",Operational Service Citations,,,Razorjax.png
Razorjax,Award,26 June 2022,"Campaign Medallion, Second Clasp",Operational Service Citations,,,Razorjax.png
Razorjax,Award,12 February 2023,"Campaign Medallion, Third Clasp",Operational Service Citations,,,Razorjax.png
Razorjax,Award,11 January 2021,Founding Member Award,Non-Operational Awards,,,Razorjax.png
Razorjax,Award,03 July 2022,Public Relations Award,Non-Operational Awards,,,Razorjax.png
Razorjax,Award,02 April 2023,Senior Leadership Award,Leadership Awards,,,Razorjax.png
Razorjax,Promotion/Role,17 August 2020,,,Captain,Reservist,Razorjax2.png
Razorjax,Promotion/Role,05 May 2021,,,Lance Corporal,Reservist,Razorjax2.png
Razorjax,Promotion/Role,16 May 2022,,,Lieutenant,Reservist,Razorjax2.png
Razorjax,Promotion/Role,17 August 2020,,,Private,Reservist,Razorjax2.png
Razorjax,Promotion/Role,17 August 2020,,,Recruit,Reservist,Razorjax2.png
Razorjax,Promotion/Role,31 March 2026,,,Senior Leading Private,Reservist,Razorjax2.png
Rendez,Award,02 September 2023,1 Year Service Citation,Service Citation,,,Rendez1.png
Rendez,Award,07 September 2024,2 Year Service Citation,Service Citation,,,Rendez1.png
Rendez,Award,07 September 2025,3 Year Service Citation,Service Citation,,,Rendez1.png
Rendez,Award,07 May 2023,Campaign Medallion,Operational Service Citation,,,Rendez1.png
Rendez,Award,03 April 2026,"Campaign Medallion Tier 2, First Clasp",Operational Service Citation,,,Rendez1.png
Rendez,Award,10 December 2023,"Campaign Medallion, First Clasp",Operational Service Citation,,,Rendez1.png
Rendez,Award,04 October 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Rendez1.png
Rendez,Award,02 June 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Rendez1.png
Rendez,Award,09 March 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Rendez1.png
Rendez,Award,02 March 2024,Junior Leadership Award,Leadership Award,,,Rendez1.png
Rendez,Promotion/Role,04 August 2024,,,Corporal,Section Commander,Rendez2.png
Rendez,Promotion/Role,16 November 2024,,,Corporal Proficient,Section Commander,Rendez2.png
Rendez,Promotion/Role,09 June 2023,,,Lance Corporal,Fireteam Leader,Rendez2.png
Rendez,Promotion/Role,02 February 2025,,,Leading Corporal,Section Commander,Rendez2.png
Rendez,Promotion/Role,25 September 2022,,,Private,Medium Anti-Tank,Rendez2.png
Rendez,Promotion/Role,05 March 2023,,,Private Proficient,Medium Anti-Tank,Rendez2.png
Rendez,Promotion/Role,18 August 2022,,,Recruit,Reservist,Rendez2.png
Rendez,Promotion/Role,04 October 2025,,,Senior Corporal,Section Commander,Rendez2.png
Res,Award,07 September 2024,1 Year Service Citation,Period of Service Citation,,,Res1.png
Res,Award,07 September 2025,2 Year Service Citation,Period of Service Citation,,,Res1.png
Res,Award,02 March 2024,Bronze Soldiers Medallion,Non-Operational Award,,,Res1.png
Res,Award,04 May 2024,Campaign Medallion,Operational Service Citation,,,Res1.png
Res,Award,29 September 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Res1.png
Res,Award,07 June 2025,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Res1.png
Res,Award,07 March 2026,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Res1.png
Res,Award,01 February 2025,Medical Medallion,Member Skill Award,,,Res1.png
Res,Promotion/Role,15 December 2023,,,Corporal,Section Commander,Res2.png
Res,Promotion/Role,25 November 2024,,,Leading Corporal,Section Commander,Res2.png
Res,Promotion/Role,08 September 2023,,,Private,Reservist,Res2.png
Res,Promotion/Role,06 October 2023,,,Private,Medic,Res2.png
Res,Promotion/Role,31 August 2023,,,Recruit,Reservist,Res2.png
Res,Promotion/Role,31 December 2025,,,Regimental Sergeant Major,Company Sergeant Major,Res2.png
Res,Promotion/Role,03 May 2026,,,Regimental Sergeant Major of ASOT,Company Sergeant Major,Res2.png
Res,Promotion/Role,27 May 2026,,,Regimental Sergeant Major of ASOT,Regimental Sergeant Major,Res2.png
Res,Promotion/Role,15 September 2023,,,Sapper,Sapper,Res2.png
Res,Promotion/Role,06 April 2025,,,Senior Lance Corporal,Fireteam Leader,Res2.png
Res,Promotion/Role,05 April 2025,,,Sergeant At Arms,Medical Sergeant,Res2.png
Res,Promotion/Role,12 December 2024,,,Staff Sergeant,Medical Sergeant,Res2.png
Rhino,Award,11 February 2026,1 Year Service Citation,Period of Service Citation,,,Rhino.png
Rhino,Promotion/Role,08 December 2024,,,Recruit,Reservist,Rhino.png
Rhino,Promotion/Role,14 January 2025,,,Recruit,Crewman,Rhino.png
Rhino,Promotion/Role,15 January 2025,,,Trooper,Crewman,Rhino.png
Rhino,Promotion/Role,03 May 2026,,,Trooper Proficient,Crewman,Rhino.png
Rilley,Promotion/Role,30 November 2025,,,Recruit,Reservist,Rilley.png
Rita,Award,11 February 2026,1 Year Service Citation,Service Citation,,,Rita.png
Rita,Award,07 September 2025,Bronze Soldiers Medallion,Non-Operational Award,,,Rita.png
Rita,Award,02 August 2025,Campaign Medallion,Operational Service Citation,,,Rita.png
Rita,Award,07 March 2026,"Campaign Medallion, First Clasp",Operational Service Citation,,,Rita.png
Rita,Promotion/Role,27 September 2025,,,Junior Corporal,Crew Commander,Rita.png
Rita,Promotion/Role,26 March 2025,,,Junior Lance Corporal,Crew Commander,Rita.png
Rita,Promotion/Role,21 January 2025,,,Private,Reservist,Rita.png
Rita,Promotion/Role,19 January 2025,,,Recruit,Reservist,Rita.png
Rita,Promotion/Role,14 February 2025,,,Trooper,Crewman,Rita.png
Roach,Promotion/Role,12 November 2025,,,Private,Reservist,Roach.png
Roach,Promotion/Role,07 November 2025,,,Recruit,Reservist,Roach.png
Rox,Award,11 August 2021,1 Year Service Citation,Service Citation,,,Rox1.png
Rox,Award,04 September 2022,2 Year Service Citation,Service Citation,,,Rox1.png
Rox,Award,02 September 2023,3 Year Service Citation,Service Citation,,,Rox1.png
Rox,Award,18 April 2021,Campaign Medallion,Operational Service Citation,,,Rox1.png
Rox,Award,24 October 2021,"Campaign Medallion, First Clasp",Operational Service Citation,,,Rox1.png
Rox,Award,01 October 2023,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Rox1.png
Rox,Award,22 May 2022,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Rox1.png
Rox,Award,12 February 2023,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Rox1.png
Rox,Award,04 May 2024,"Campaign Medallion, Tier 2 First Clasp",Operational Service Citation,,,Rox1.png
Rox,Award,03 April 2026,"Campaign Medallion, Tier 2 Fourth Clasp",Operational Service Citation,,,Rox1.png
Rox,Award,05 April 2025,"Campaign Medallion, Tier 2 Second Clasp",Operational Service Citation,,,Rox1.png
Rox,Award,04 October 2025,"Campaign Medallion, Tier 2 Third Clasp",Operational Service Citation,,,Rox1.png
Rox,Award,07 September 2024,Long Term Service Citation,Service Citation,,,Rox1.png
Rox,Award,03 July 2022,Senior Leadership Award,Leadership Award,,,Rox1.png
Rox,Promotion/Role,11 July 2021,,,Corporal,Troop Corporal,Rox2.png
Rox,Promotion/Role,19 April 2024,,,Corporal,Section Commander,Rox2.png
Rox,Promotion/Role,13 October 2023,,,Lance Corporal,Fireteam Leader,Rox2.png
Rox,Promotion/Role,21 October 2024,,,Lance Corporal,Fireteam Leader,Rox2.png
Rox,Promotion/Role,24 August 2020,,,Private,Trooper,Rox2.png
Rox,Promotion/Role,24 February 2021,,,Private Proficient,Trooper,Rox2.png
Rox,Promotion/Role,21 January 2023,,,Private Proficient,Machine Gunner,Rox2.png
Rox,Promotion/Role,16 May 2024,,,Private Proficient,Reservist,Rox2.png
Rox,Promotion/Role,16 November 2024,,,Senior Lance Corporal,Fireteam Leader,Rox2.png
Rox,Promotion/Role,05 July 2025,,,Senior Leading Private,Rifleman/Driver,Rox2.png
Rox,Promotion/Role,01 August 2022,,,Sergeant,Troop Commander,Rox2.png
Ryzza,Promotion/Role,07 December 2025,,,Recruit,Reservist,Ryzza.png
Ryzza,Promotion/Role,21 December 2025,,,Recruit,Crewman,Ryzza.png
Ryzza,Promotion/Role,22 February 2026,,,Recruit,Reservist,Ryzza.png
Sal,Promotion/Role,11 April 2026,,,Junior Lance Corporal,Fireteam Leader,Sal.png
Sal,Promotion/Role,20 March 2026,,,Private,Reservist,Sal.png
Sal,Promotion/Role,30 March 2026,,,Private,Medic,Sal.png
Sal,Promotion/Role,03 June 2026,,,Private,Reservist,Sal.png
Sal,Promotion/Role,25 February 2026,,,Recruit,Reservist,Sal.png
Sef,Promotion/Role,26 March 2026,,,Private,Reservist,Sef.png
Sef,Promotion/Role,22 April 2026,,,Private,Gunner,Sef.png
Sef,Promotion/Role,22 March 2026,,,Recruit,Reservist,Sef.png
Selmesy,Promotion/Role,29 October 2025,,,Private,Reservist,Selmesy.png
Selmesy,Promotion/Role,30 September 2025,,,Recruit,Reservist,Selmesy.png
Selmesy,Promotion/Role,03 November 2025,,,Trooper,Crewman,Selmesy.png
Selmesy,Promotion/Role,25 April 2025,,,Trooper Proficient,Crewman,Selmesy.png
Sens,Award,11 February 2026,1 Year Service Citation,Service Citation,,,Sens.png
Sens,Award,03 April 2026,Campaign Medallion,Operational Service Citation,,,Sens.png
Sens,Promotion/Role,16 July 2025,,,Private,Reservist,Sens.png
Sens,Promotion/Role,19 June 2025,,,Recruit,Reservist,Sens.png
Sens,Promotion/Role,20 July 2025,,,Sapper,Sapper,Sens.png
Sens,Promotion/Role,09 November 2025,,,Sapper,Sapper (CFA),Sens.png
Sens,Promotion/Role,08 March 2026,,,Sapper Proficient,Sapper (CFA),Sens.png
Six,Award,30 July 2023,1 Year Service Citation,Service Citation,,,Six1.png
Six,Award,20 July 2024,2 Year Service Citation,Service Citation,,,Six1.png
Six,Award,02 August 2025,3 Year Service Citation,Service Citation,,,Six1.png
Six,Award,05 November 2023,Bronze Soldiers Medallion,Non-Operational Award,,,Six1.png
Six,Award,12 March 2023,Campaign Medallion,Operational Service Citation,,,Six1.png
Six,Award,03 April 2026,"Campaign Medallion Tier 2, First Clasp",Operational Service Citation,,,Six1.png
Six,Award,01 October 2023,"Campaign Medallion, First Clasp",Operational Service Citation,,,Six1.png
Six,Award,07 September 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Six1.png
Six,Award,05 November 2023,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Six1.png
Six,Award,02 November 2024,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Six1.png
Six,Award,01 October 2023,Gallantry Award,Operational Award,,,Six1.png
Six,Award,04 December 2022,Junior Leadership Award,Leadership Award,,,Six1.png
Six,Award,04 December 2022,Public Relations Award,Non-Operational Award,,,Six1.png
Six,Award,05 January 2023,Senior Leadership Award,Leadership Award,,,Six1.png
Six,Award,05 January 2023,Watchman Award,Non-Operational Award,,,Six1.png
Six,Award,05 November 2023,Watchman Award,Non-Operational Award,,,Six1.png
Six,Promotion/Role,30 November 2024,,,Brigadier,Officer Commanding,Six2.png
Six,Promotion/Role,05 February 2024,,,Captain,Adjutant,Six2.png
Six,Promotion/Role,03 October 2022,,,Corporal,Section Commander,Six2.png
Six,Promotion/Role,28 August 2022,,,Lance Corporal,Fireteam Leader,Six2.png
Six,Promotion/Role,07 September 2025,,,Major General,Officer Commanding,Six2.png
Six,Promotion/Role,29 July 2022,,,Private,Reservist,Six2.png
Six,Promotion/Role,06 August 2022,,,Private,Machine Gunner,Six2.png
Six,Promotion/Role,14 July 2022,,,Recruit,Reservist,Six2.png
Six,Promotion/Role,30 July 2023,,,Warrant Officer Class Two,Company Sergeant Major,Six2.png
Slaydevil,Award,07 April 2024,1 Year Service Citation,Service Citation,,,Slaydevil.png
Slaydevil,Award,09 March 2025,2 Year Service Citation,Service Citation,,,Slaydevil.png
Slaydevil,Award,07 March 2026,3 Year Service Citation,Service Citation,,,Slaydevil.png
Slaydevil,Award,02 March 2024,Campaign Medallion,Operational Service Citation,,,Slaydevil.png
Slaydevil,Promotion/Role,09 July 2023,,,Game Master,Zeus,Slaydevil.png
Slaydevil,Promotion/Role,13 January 2025,,,Game Master Senior,Zeus,Slaydevil.png
Slaydevil,Promotion/Role,10 June 2025,,,Leading Private,Reservist,Slaydevil.png
Slaydevil,Promotion/Role,29 March 2025,,,Leading Sapper,Sapper Medic,Slaydevil.png
Slaydevil,Promotion/Role,23 January 2026,,,Leading Sapper,Engineer,Slaydevil.png
Slaydevil,Promotion/Role,16 March 2023,,,Private,Reservist,Slaydevil.png
Slaydevil,Promotion/Role,24 April 2023,,,Private,Machine Gunner,Slaydevil.png
Slaydevil,Promotion/Role,26 May 2024,,,Private Proficient,Reservist,Slaydevil.png
Slaydevil,Promotion/Role,06 March 2023,,,Recruit,Reservist,Slaydevil.png
Slaydevil,Promotion/Role,02 May 2026,,,Senior Private,Reservist,Slaydevil.png
Slotter,Award,04 June 2023,1 Year Service Citation,Service Citation,,,Slotter1.png
Slotter,Award,02 June 2024,2 Year Service Citation,Service Citation,,,Slotter1.png
Slotter,Award,07 June 2025,3 Year Service Citation,Service Citation,,,Slotter1.png
Slotter,Award,12 March 2023,Campaign Medallion,Operational Service Citation,,,Slotter1.png
Slotter,Award,01 October 2023,"Campaign Medallion, First Clasp",Operational Service Citation,,,Slotter1.png
Slotter,Award,07 June 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Slotter1.png
Slotter,Award,04 May 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Slotter1.png
Slotter,Award,29 September 2024,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Slotter1.png
Slotter,Award,07 March 2026,"Campaign Medallion, Tier 2 First Clasp",Service Citation,,,Slotter1.png
Slotter,Award,07 September 2024,Senior Leadership Award,Leadership Award,,,Slotter1.png
Slotter,Promotion/Role,03 March 2023,,,Corporal,Section Commander,Slotter2.png
Slotter,Promotion/Role,02 February 2025,,,Distinguished Game Master,Game Master,Slotter2.png
Slotter,Promotion/Role,01 May 2025,,,Distinguished Game Master,Game Master Lead,Slotter2.png
Slotter,Promotion/Role,22 October 2024,,,Game Master,Game Master,Slotter2.png
Slotter,Promotion/Role,25 November 2024,,,Grand Game Master,Game Master,Slotter2.png
Slotter,Promotion/Role,25 June 2022,,,Lance Corporal,Fireteam Leader,Slotter2.png
Slotter,Promotion/Role,21 September 2022,,,Private,Reservist,Slotter2.png
Slotter,Promotion/Role,10 October 2022,,,Private,Medium Anti-Tank,Slotter2.png
Slotter,Promotion/Role,17 November 2022,,,Private Proficient,Medium Anti-Tank,Slotter2.png
Slotter,Promotion/Role,21 October 2024,,,Private Proficient,Reservist,Slotter2.png
Slotter,Promotion/Role,17 May 2022,,,Recruit,Reservist,Slotter2.png
Slotter,Promotion/Role,01 June 2022,,,Recruit,Driver/ Rifleman,Slotter2.png
Slotter,Promotion/Role,03 July 2022,,,Recruit,Reservist,Slotter2.png
Soapy,Promotion/Role,17 December 2025,,,Private,Reservist,Soapy.png
Soapy,Promotion/Role,01 February 2026,,,Private,Reservist,Soapy.png
Soapy,Promotion/Role,06 December 2025,,,Recruit,Reservist,Soapy.png
Soundless,Award,01 February 2025,1 Year Service Citation,Period of Service Citation,,,Soundless.png
Soundless,Award,11 February 2026,2 Year Service Citation,Period of Service Citation,,,Soundless.png
Soundless,Award,07 September 2024,Campaign Medallion,Operational Service Citation,,,Soundless.png
Soundless,Award,07 June 2025,"Campaign Medallion, First Clasp",Operational Service Citation,,,Soundless.png
Soundless,Award,02 November 2025,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Soundless.png
Soundless,Promotion/Role,09 August 2024,,,Junior Lance Corporal,Fireteam Leader,Soundless.png
Soundless,Promotion/Role,09 August 2024,,,Lance Corporal,Fireteam Leader,Soundless.png
Soundless,Promotion/Role,09 March 2025,,,Lance Corporal,Fireteam Leader,Soundless.png
Soundless,Promotion/Role,07 September 2025,,,Lance Corporal Proficient,Fireteam Leader,Soundless.png
Soundless,Promotion/Role,11 February 2026,,,Leading Lance Corporal,Fireteam Leader,Soundless.png
Soundless,Promotion/Role,14 February 2024,,,Private,Reservist,Soundless.png
Soundless,Promotion/Role,01 March 2024,,,Private,Machine Gunner,Soundless.png
Soundless,Promotion/Role,31 January 2024,,,Recruit,Reservist,Soundless.png
Southie,Award,11 February 2026,1 Year Service Citation,Period of Service Citation,,,Southie.png
Southie,Award,02 November 2025,Campaign Medallion,Operational Service Citation,,,Southie.png
Southie,Promotion/Role,15 January 2025,,,Private,Reservist,Southie.png
Southie,Promotion/Role,17 May 2025,,,Private,Machine Gunner,Southie.png
Southie,Promotion/Role,02 August 2025,,,Private Proficient,Machine Gunner,Southie.png
Southie,Promotion/Role,12 January 2025,,,Recruit,Reservist,Southie.png
Spike,Promotion/Role,07 November 2025,,,Recruit,Reservist,Spike.png
Spook,Promotion/Role,10 February 2026,,,Recruit,Reservist,Spook.png
Stevens,Award,03 May 2026,1 Year Service Citation,Period of Service Citation,,,Stevens.png
Stevens,Award,06 December 2025,Campaign Medallion,Operational Service Citation,,,Stevens.png
Stevens,Promotion/Role,06 December 2025,,,Leading Private,Section Medic,Stevens.png
Stevens,Promotion/Role,09 November 2025,,,Private Proficient,Section Medic,Stevens.png
Stevens,Promotion/Role,01 May 2025,,,Recruit,Reservist,Stevens.png
Stevens,Promotion/Role,01 May 2025,,,Recruit,Sapper Medic,Stevens.png
Stevens,Promotion/Role,08 May 2025,,,Sapper,Sapper Medic,Stevens.png
Stevens,Promotion/Role,02 November 2025,,,Sapper Proficient,Sapper Medic,Stevens.png
Stevens,Promotion/Role,03 May 2026,,,Senior Leading Private,Medic,Stevens.png
Stevens,Promotion/Role,11 February 2026,,,Senior Private,Medic,Stevens.png
Stone,Promotion/Role,03 May 2026,,,Recruit,Reservist,Stone.png
Stone,Promotion/Role,13 May 2026,,,Stone,Reservist,Stone.png
Storm,Promotion/Role,21 February 2026,,,Aircraftsman,Aircrewman,Storm.png
Storm,Promotion/Role,03 May 2026,,,Leading Aircraftsman,Aircrewman,Storm.png
Storm,Promotion/Role,15 May 2026,,,Officer Cadet,Trainee Pilot,Storm.png
Storm,Promotion/Role,10 February 2026,,,Private,Reservist,Storm.png
Storm,Promotion/Role,16 January 2026,,,Recruit,Reservist,Storm.png
Talon,Award,20 July 2024,1 Year Service Citation,Period of Service Citation,,,Talon1.png
Talon,Award,02 August 2025,2 Year Service Citation,Period of Service Citation,,,Talon1.png
Talon,Award,02 March 2024,Campaign Medallion,Operational Service Citation,,,Talon1.png
Talon,Award,07 September 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Talon1.png
Talon,Award,03 April 2026,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Talon1.png
Talon,Award,05 April 2025,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Talon1.png
Talon,Award,04 October 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Talon1.png
Talon,Award,10 December 2023,Protagonist Award,Leadership Award,,,Talon1.png
Talon,Award,05 May 2025,Senior Leadership Award,Leadership Award,,,Talon1.png
Talon,Promotion/Role,07 March 2024,,,Lance Corporal,Fireteam Leader,Talon2.png
Talon,Promotion/Role,21 October 2024,,,Lieutenant,Platoon Commander,Talon2.png
Talon,Promotion/Role,08 March 2026,,,Lieutenant,Platoon Commander,Talon2.png
Talon,Promotion/Role,16 November 2024,,,Officer Cadet,Platoon Commander,Talon2.png
Talon,Promotion/Role,23 June 2023,,,Private,Reservist,Talon2.png
