Member Name,Record Type,Date,Award,Award Type,Rank,Role,Source File
Talon,Promotion/Role,24 June 2023,,,Private,Reservist,Talon2.png
Talon,Promotion/Role,17 July 2023,,,Private Proficient,Medium Anti-Tank,Talon2.png
Talon,Promotion/Role,,,,Recruit,,Talon2.png
Talon,Promotion/Role,16 September 2025,,,Second Lieutenant,Platoon Commander,Talon2.png
Talon,Promotion/Role,21 July 2024,,,Sergeant,Platoon Sergeant,Talon2.png
Tatsyugo,Award,05 November 2023,1 Year Service Citation,Period of Service Citation,,,Tatsyugo1.png
Tatsyugo,Award,02 November 2024,2 Year Service Citation,Period of Service Citation,,,Tatsyugo1.png
Tatsyugo,Award,02 November 2025,3 Year Service Citation,Period of Service Citation,,,Tatsyugo1.png
Tatsyugo,Award,01 October 2023,Bronze Soldiers Medallion,Non-Operational Award,,,Tatsyugo1.png
Tatsyugo,Award,02 September 2023,Campaign Medallion,Operational Service Citation,,,Tatsyugo1.png
Tatsyugo,Award,07 April 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Tatsyugo1.png
Tatsyugo,Award,02 November 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Tatsyugo1.png
Tatsyugo,Award,07 September 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Tatsyugo1.png
Tatsyugo,Award,25 June 2023,Public Relations Award,Non-Operational Award,,,Tatsyugo1.png
Tatsyugo,Promotion/Role,19 January 2024,,,Corporal,Section Commander,Tatsyugo2.png
Tatsyugo,Promotion/Role,16 November 2024,,,Corporal Proficient,Section Commander,Tatsyugo2.png
Tatsyugo,Promotion/Role,08 September 2023,,,Lance Corporal,Fireteam Leader,Tatsyugo2.png
Tatsyugo,Promotion/Role,09 March 2025,,,Leading Corporal,Section Commander,Tatsyugo2.png
Tatsyugo,Promotion/Role,30 April 2025,,,Leading Lance Corporal,Fireteam Leader,Tatsyugo2.png
Tatsyugo,Promotion/Role,19 November 2022,,,Private,Reservist,Tatsyugo2.png
Tatsyugo,Promotion/Role,04 June 2023,,,Private Proficient,Reservist,Tatsyugo2.png
Tatsyugo,Promotion/Role,29 October 2022,,,Recruit,Reservist,Tatsyugo2.png
Tatsyugo,Promotion/Role,02 November 2025,,,Senior Lance Corporal,Fireteam Leader,Tatsyugo2.png
Tempo,Promotion/Role,20 August 2020,,,Recruit,Reservist,Tempo.png
Tempo,Promotion/Role,05 December 2025,,,Recruit,Reservist,Tempo.png
Thatcher,Promotion/Role,14 February 2026,,,Recruit,Reservist,Thatcher.png
TheCheds,Award,02 March 2024,1 Year Service Citation,Period of Service Citation,,,TheCheds.png
TheCheds,Award,09 March 2025,2 Year Service Citation,Period of Service Citation,,,TheCheds.png
TheCheds,Award,07 March 2026,3 Year Service Citation,Period of Service Citation,,,TheCheds.png
TheCheds,Award,05 November 2023,Campaign Medallion,Operational Service Citation,,,TheCheds.png
TheCheds,Award,02 June 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,TheCheds.png
TheCheds,Award,07 June 2025,"Campaign Medallion, Second Clasp",Operational Service Citation,,,TheCheds.png
TheCheds,Award,07 April 2024,Junior Leadership Award,Leadership Award,,,TheCheds.png
TheCheds,Promotion/Role,12 July 2023,,,Lance Corporal,Fireteam Leader,TheCheds2.png
TheCheds,Promotion/Role,25 January 2026,,,Leading Corporal,Section Commander,TheCheds2.png
TheCheds,Promotion/Role,04 March 2023,,,Private,Reservist,TheCheds2.png
TheCheds,Promotion/Role,11 March 2023,,,Private,Rifleman,TheCheds2.png
TheCheds,Promotion/Role,16 February 2023,,,Recruit,Reservist,TheCheds2.png
TheCheds,Promotion/Role,28 November 2025,,,Senior Lance Corporal,Fireteam Leader,TheCheds2.png
TheCheds,Promotion/Role,25 July 2024,,,Senior Private,Reservist,TheCheds2.png
TheCheds,Promotion/Role,25 April 2026,,,Senior Private,Reservist,TheCheds2.png
TheCheds,Promotion/Role,21 October 2024,,,Sergeant,Platoon Sergeant,TheCheds2.png
Thomas,Award,11 August 2021,1 Year Service Citation,Service Citation,,,Thomas1.png
Thomas,Award,04 September 2022,2 Year Service Citation,Service Citation,,,Thomas1.png
Thomas,Award,02 September 2023,3 Year Service Citation,Service Citation,,,Thomas1.png
Thomas,Award,30 July 2023,Beyond Award,Non-Operational Award,,,Thomas1.png
Thomas,Award,05 February 2022,Broken Lance Award,Non-Operational Award,,,Thomas1.png
Thomas,Award,05 November 2023,Bronze Soldiers Medallion,Non-Operational Award,,,Thomas1.png
Thomas,Award,20 June 2021,Campaign Medallion,Operational Service Citation,,,Thomas1.png
Thomas,Award,27 February 2022,"Campaign Medallion, First Clasp",Operational Service Citation,,,Thomas1.png
Thomas,Award,01 October 2023,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Thomas1.png
Thomas,Award,31 July 2022,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Thomas1.png
Thomas,Award,12 March 2023,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Thomas1.png
Thomas,Award,07 April 2024,"Campaign Medallion, Tier 2 First Clasp",Operational Service Citation,,,Thomas1.png
Thomas,Award,02 November 2024,"Campaign Medallion, Tier 2 Second Clasp",Operational Service Citation,,,Thomas1.png
Thomas,Award,06 December 2025,"Campaign Medallion, Tier 2 Third Clasp",Operational Service Citation,,,Thomas1.png
Thomas,Award,11 January 2021,Founding Member Award,Non-Operational Award,,,Thomas1.png
Thomas,Award,07 September 2024,Long Term Service Citation,Service Citation,,,Thomas1.png
Thomas,Promotion/Role,22 September 2022,,,Lieutenant Colonel,Commanding Officer,Thomas2.png
Thomas,Promotion/Role,02 February 2025,,,Lieutenant General,Commanding Officer,Thomas2.png
Thomas,Promotion/Role,15 August 2020,,,Major,Company Officer Commanding,Thomas2.png
Thomas,Promotion/Role,16 November 2024,,,Major General,Commanding Officer,Thomas2.png
Thomas,Promotion/Role,15 August 2020,,,Private,Rifleman,Thomas2.png
Tj,Promotion/Role,25 April 2026,,,Junior Lance Corporal,Fireteam Leader,Tj.png
Tj,Promotion/Role,09 April 2026,,,Private,Reservist,Tj.png
Tj,Promotion/Role,23 March 2026,,,Recruit,Reservist,Tj.png
Tommy,Promotion/Role,15 May 2026,,,Flying Officer,Pilot,Tommy.png
Tommy,Promotion/Role,10 February 2026,,,Private,Reservist,Tommy.png
Tommy,Promotion/Role,14 February 2026,,,Private,Medic,Tommy.png
Tommy,Promotion/Role,03 May 2026,,,Private Proficient,Medic,Tommy.png
Tommy,Promotion/Role,05 February 2026,,,Recruit,Reservist,Tommy.png
Tredrea,Award,02 November 2025,1 Year Service Citation,Service Citation,,,Tredrea.png
Tredrea,Award,04 October 2025,Campaign Medallion,Operational Service Award,,,Tredrea.png
Tredrea,Promotion/Role,14 January 2025,,,Junior Lance Corporal,Crew Commander,Tredrea.png
Tredrea,Promotion/Role,26 September 2025,,,Private Proficient,Driver/Rifleman,Tredrea.png
Tredrea,Promotion/Role,10 October 2025,,,Private Proficient,Reservist,Tredrea.png
Tredrea,Promotion/Role,18 October 2024,,,Recruit,Reservist,Tredrea.png
Tredrea,Promotion/Role,20 October 2024,,,Recruit,Crewman,Tredrea.png
Tredrea,Promotion/Role,26 March 2025,,,Sergeant,Crew Commander,Tredrea.png
Tredrea,Promotion/Role,04 October 2024,,,Trooper,Crewman,Tredrea.png
Trew,Award,21 October 2021,1 Year Service Citation,Service Citation,,,Trew1.png
Trew,Award,30 October 2022,2 Year Service Citation,Service Citation,,,Trew1.png
Trew,Award,05 November 2023,3 Year Service Citation,Service Citation,,,Trew1.png
Trew,Award,02 November 2024,4 Year Service Citation,Service Citation,,,Trew1.png
Trew,Award,04 September 2022,Broken Lance Award,Non-Operational Citation,,,Trew1.png
Trew,Award,20 June 2021,Campaign Medallion,Operational Service Citation,,,Trew1.png
Trew,Award,14 November 2021,"Campaign Medallion, First Clasp",Operational Service Citation,,,Trew1.png
Trew,Award,05 November 2023,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Trew1.png
Trew,Award,26 June 2022,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Trew1.png
Trew,Award,04 June 2023,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Trew1.png
Trew,Award,07 June 2025,"Campaign Medallion, Tier 2 First Clasp",Operational Service Citation,,,Trew1.png
Trew,Award,04 June 2023,Diplomat Award,Non-Operational Citation,,,Trew1.png
Trew,Promotion/Role,16 May 2022,,,Captain,Company Executive Officer,Trew2.png
Trew,Promotion/Role,30 July 2023,,,Corporal,Section Commander,Trew2.png
Trew,Promotion/Role,02 November 2020,,,Gunner,Gunner,Trew2.png
Trew,Promotion/Role,21 April 2021,,,Gunner Proficient,Gunner,Trew2.png
Trew,Promotion/Role,18 February 2022,,,Lance Bombardier,Fireteam Leader,Trew2.png
Trew,Promotion/Role,19 September 2022,,,Major,Officer Commanding,Trew2.png
Trew,Promotion/Role,21 October 2020,,,Private,Rifleman,Trew2.png
Trew,Promotion/Role,30 September 2023,,,Private Proficient,Reservist,Trew2.png
Trew,Promotion/Role,16 November 2024,,,Regimental Sergeant Major,Regimental Sergeant Major,Trew2.png
Trew,Promotion/Role,30 November 2024,,,Senior Leading Private,Reservist,Trew2.png
Trew,Promotion/Role,04 May 2025,,,Senior Leading Private,Reservist,Trew2.png
Trew,Promotion/Role,29 January 2026,,,Senior Leading Private,Reservist,Trew2.png
Trew,Promotion/Role,01 June 2026,,,Senior Leading Private,Reservist,Trew2.png
Trew,Promotion/Role,07 January 2025,,,Senior Leading Sapper,Engineer,Trew2.png
Trew,Promotion/Role,01 March 2026,,,Senior Leading Trooper,Crewman,Trew2.png
Trew,Promotion/Role,06 April 2022,,,Warrant Officer Class One,Regimental Sergeant Major,Trew2.png
Trew,Promotion/Role,05 February 2024,,,Warrant Officer Class One,Regimental Sergeant Major,Trew2.png
Trey,Award,06 December 2025,2 Year Service Citation,Period of Service Citation,,,Trey1.png
Trey,Award,02 June 2024,Campaign Medallion,Operational Service Citation,,,Trey1.png
Trey,Award,07 June 2025,"Campaign Medallion, First Clasp",Operational Service Citation,,,Trey1.png
Trey,Award,02 November 2025,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Trey1.png
Trey,Award,10 December 2023,Gallantry Award,Operational Award,,,Trey1.png
Trey,Award,30 November 2024,One Year Service Citation,Period of Service Citation,,,Trey1.png
Trey,Promotion/Role,01 May 2025,,,Corporal,Section Commander,Trey2.png
Trey,Promotion/Role,17 February 2024,,,Game Master,Game Master,Trey2.png
Trey,Promotion/Role,05 August 2024,,,Game Master,Game Master 2iC,Trey2.png
Trey,Promotion/Role,20 October 2024,,,Game Master,Game Master Lead,Trey2.png
Trey,Promotion/Role,28 August 2025,,,Lance Bombardier Proficient,Battery 3IC,Trey2.png
Trey,Promotion/Role,02 November 2025,,,Leading Lance Bombardier,Battery 3IC,Trey2.png
Trey,Promotion/Role,23 January 2026,,,Officer Cadet,Troop Commander,Trey2.png
Trey,Promotion/Role,10 November 2023,,,Recruit,Reservist,Trey2.png
Trey,Promotion/Role,17 November 2023,,,Recruit,Crewman,Trey2.png
Trey,Promotion/Role,25 November 2024,,,Senior Game Master,Game Master Lead,Trey2.png
Trey,Promotion/Role,09 May 2025,,,Senior Gunner,Gunner,Trey2.png
Trey,Promotion/Role,20 December 2025,,,Sergeant,Gunnery Sergeant,Trey2.png
Trey,Promotion/Role,21 November 2023,,,Trooper,Crewman,Trey2.png
Trey,Promotion/Role,15 December 2023,,,Trooper,Crew Commander,Trey2.png
Ugly,Promotion/Role,16 January 2026,,,Private,Reservist,Ugly.png
Ugly,Promotion/Role,16 January 2026,,,Recruit,Reservist,Ugly.png
Vaalis,Promotion/Role,27 August 2025,,,Recruit,Reservist,Vaalis.png
Vade,Award,09 March 2025,1 Year Service Citation,Service Citation,,,Vade.png
Vade,Award,11 February 2026,2 Year Service Citation,Service Citation,,,Vade.png
Vade,Award,02 March 2024,Bronze Soldiers Medallion,Non-Operational Award,,,Vade.png
Vade,Award,07 June 2025,Campaign Medallion,Operational Service Citation,,,Vade.png
Vade,Promotion/Role,02 August 2025,,,Leading Private,Medium Anti-Tank,Vade.png
Vade,Promotion/Role,28 February 2024,,,Private,Reservist,Vade.png
Vade,Promotion/Role,03 March 2024,,,Private,Medium Anti-Tank,Vade.png
Vade,Promotion/Role,02 February 2024,,,Recruit,Reservist,Vade.png
Valinor,Award,04 October 2025,1 Year service Citation,Service Citation,,,Valinor.png
Valinor,Award,02 August 2025,Campaign Medallion,Operational Service Citation,,,Valinor.png
Valinor,Award,07 September 2025,Senior Leadership Award,Leadership Award,,,Valinor.png
Valinor,Promotion/Role,21 July 2025,,,Junior Corporal,Crew Commander,Valinor.png
Valinor,Promotion/Role,26 March 2025,,,Junior Lance Corporal,Crew Commander,Valinor.png
Valinor,Promotion/Role,18 September 2024,,,Private,Reservist,Valinor.png
Valinor,Promotion/Role,06 September 2024,,,Recruit,Reservist,Valinor.png
Valinor,Promotion/Role,26 September 2025,,,Sergeant,Troop Sergeant,Valinor.png
Valinor,Promotion/Role,17 January 2025,,,Trooper,Crewman,Valinor.png
Verom,Award,20 July 2024,1 Year Service Citation,Service Citation,,,Verom.png
Verom,Award,02 August 2025,2 Year Service Citation,Service Citation,,,Verom.png
Verom,Award,02 June 2024,Campaign Medallion,Operational Service Citation,,,Verom.png
Verom,Promotion/Role,16 November 2023,,,Junior Lance Corporal,Fireteam Leader,Verom.png
Verom,Promotion/Role,15 December 2023,,,Lance Corporal,Fireteam Leader,Verom.png
Verom,Promotion/Role,16 November 2023,,,Leading Private,Fireteam Leader,Verom.png
Verom,Promotion/Role,13 July 2023,,,Private,Reservist,Verom.png
Verom,Promotion/Role,17 July 2023,,,Private,Machine Gunner,Verom.png
Verom,Promotion/Role,06 July 2023,,,Recruit,Reservist,Verom.png
Violet,Promotion/Role,07 November 2025,,,Recruit,Reservist,Violet.png
Violet,Promotion/Role,19 November 2025,,,Private,Reservist,Violet.png
Violet,Promotion/Role,21 November 2025,,,Sapper,Sapper,Violet.png
Violet,Promotion/Role,06 February 2026,,,Junior Corporal,Section Commander,Violet.png
Walshy,Promotion/Role,10 March 2024,,,Recruit,Reservist,Walshy.png
Walshy,Promotion/Role,22 March 2024,,,Recruit,Section Medic,Walshy.png
Walshy,Promotion/Role,29 March 2024,,,Private,Section Medic,Walshy.png
Walshy,Promotion/Role,27 April 2024,,,Private,Reservist,Walshy.png
Walshy,Promotion/Role,13 July 2024,,,Private,Medium Anti-Tank,Walshy.png
Walshy,Award,29 September 2024,Campaign Medallion,Operational Service Citation,,,Walshy.png
Walshy,Promotion/Role,29 September 2024,,,Private Proficient,Medium Anti-Tank,Walshy.png
Walshy,Award,02 November 2024,Gallantry Award,Operational Service Citation,,,Walshy.png
Walshy,Award,05 April 2025,1 Year Service Citation,Service Citation,,,Walshy.png
Walshy,Award,07 June 2025,"Campaign Medallion, First Clasp",Operational Service Citation,,,Walshy.png
Walshy,Promotion/Role,04 October 2025,,,Senior Private,Medium Anti-Tank,Walshy.png
Walshy,Award,06 December 2025,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Walshy.png
Walshy,Award,03 May 2026,2 Year Service Citation,Service Citation,,,Walshy.png
Wanderer,Promotion/Role,20 August 2020,,,Private,Reservist,Wanderer2.png
Wanderer,Promotion/Role,20 August 2020,,,Recruit,Reservist,Wanderer2.png
Wanderer,Promotion/Role,02 December 2020,,,Corporal,Section Commander,Wanderer2.png
Wanderer,Award,18 April 2021,Campaign Medallion,Operational Service Citation,,,Wanderer1.png
Wanderer,Award,11 August 2021,1 Year Service Citation,Period of Service Citation,,,Wanderer1.png
Wanderer,Award,24 October 2021,"Campaign Medallion, First Clasp",Operational Service Citation,,,Wanderer1.png
Wanderer,Award,06 March 2022,Senior Leadership Award,Leadership Award,,,Wanderer1.png
Wanderer,Promotion/Role,16 May 2022,,,Sergeant,Platoon Sergeant,Wanderer2.png
Wanderer,Award,22 May 2022,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Wanderer1.png
Wanderer,Award,03 July 2022,Public Relations Award,Non-Operational Award,,,Wanderer1.png
Wanderer,Award,04 September 2022,2 Year Service Citation,Period of Service Citation,,,Wanderer1.png
Wanderer,Award,04 December 2022,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Wanderer1.png
Wanderer,Award,30 July 2023,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Wanderer1.png
Wanderer,Award,02 September 2023,3 Year Service Citation,Period of Service Citation,,,Wanderer1.png
Wanderer,Promotion/Role,19 November 2023,,,Private Proficient,Machine Gunner,Wanderer2.png
Wanderer,Award,03 March 2024,"Campaign Medallion, Tier 2 First Clasp",Operational Service Citation,,,Wanderer1.png
Wanderer,Promotion/Role,31 May 2024,,,Lance Corporal,Fireteam Leader,Wanderer2.png
Wanderer,Award,07 September 2024,Long Term Service Citation,Period of Service Citation,,,Wanderer1.png
Wanderer,Promotion/Role,14 October 2024,,,Private Proficient,Reservist,Wanderer2.png
Wanderer,Promotion/Role,26 November 2024,,,Senior Leading Private,Reservist,Wanderer2.png
Wanderer,Promotion/Role,01 April 2026,,,Senior Leading Private,Reservist,Wanderer2.png
Wedgetail,Promotion/Role,19 April 2022,,,Recruit,Reservist,Wedgetail.png
Wedgetail,Promotion/Role,29 April 2022,,,Private,Reservist,Wedgetail.png
Wedgetail,Promotion/Role,26 October 2023,,,Squadron Leader,Flight Commander,Wedgetail.png
Wedgetail,Promotion/Role,19 November 2023,,,Wing Commander,Flight Commander,Wedgetail.png
Wedgetail,Award,04 May 2024,1 Year Service Citation,Period of Service Citations,,,Wedgetail.png
Wedgetail,Award,02 June 2024,Campaign Medallion,Operational Service Citations,,,Wedgetail.png
Wedgetail,Promotion/Role,25 November 2024,,,Flight Leader,Flight Commander,Wedgetail.png
Wedgetail,Promotion/Role,23 March 2026,,,Leading Private,Reservist,Wedgetail.png
Wedgetail,Promotion/Role,26 April 2026,,,Leading Gunner,Gunner,Wedgetail.png
Wedgetail,Promotion/Role,16 May 2026,,,Lance Bombadier,Fireteam Leader,Wedgetail.png
WhiteWolf,Promotion/Role,20 September 2020,,,Recruit,Engineer,WhiteWolf2.png
WhiteWolf,Promotion/Role,27 March 2021,,,Sapper,Engineer,WhiteWolf2.png
WhiteWolf,Promotion/Role,30 April 2021,,,Sapper,Engineer,WhiteWolf2.png
WhiteWolf,Award,24 August 2021,1 Year Service Citation,Service Citation,,,WhiteWolf1.png
WhiteWolf,Award,03 October 2021,Campaign Medallion,Operational Service Award,,,WhiteWolf1.png
WhiteWolf,Award,26 June 2022,"Campaign Medallion, First Clasp",Operational Service Award,,,WhiteWolf1.png
WhiteWolf,Award,30 October 2022,2 Year Service Citation,Service Citation,,,WhiteWolf1.png
WhiteWolf,Promotion/Role,09 January 2023,,,Private Proficient,Reservist,WhiteWolf2.png
WhiteWolf,Promotion/Role,22 April 2023,,,Sapper,Engineer,WhiteWolf2.png
WhiteWolf,Award,13 August 2023,"Campaign Medallion, Second Clasp",Operational Service Citation,,,WhiteWolf1.png
WhiteWolf,Promotion/Role,13 September 2023,,,Corporal,Section Commander,WhiteWolf2.png
WhiteWolf,Award,01 October 2023,3 Year Service Citation,Service Citation,,,WhiteWolf1.png
WhiteWolf,Award,05 November 2023,"Campaign Medallion, Third Clasp",Operational Service Citation,,,WhiteWolf1.png
WhiteWolf,Award,10 December 2023,Public Relations Award,Non-Operational Award,,,WhiteWolf1.png
WhiteWolf,Award,07 September 2024,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,WhiteWolf1.png
WhiteWolf,Award,29 September 2024,Long Term Service Citation,Service Citation,,,WhiteWolf1.png
WhiteWolf,Promotion/Role,21 November 2024,,,Senior Corporal,Section Commander,WhiteWolf2.png
WhiteWolf,Award,30 November 2024,Broken Lance Award,Non-Operational Award,,,WhiteWolf1.png
WhiteWolf,Award,05 April 2025,"Campaign Medallion, Tier 2 First Clasp",Operational Service Citation,,,WhiteWolf1.png
WhiteWolf,Award,04 October 2025,"Campaign Medallion Tier 2, Second Clasp",Operational Service Citation,,,WhiteWolf1.png
WhiteWolf,Award,04 October 2025,Senior Leadership Award,Leadership Award,,,WhiteWolf1.png
WhiteWolf,Promotion/Role,10 November 2025,,,Platoon Technician Sergeant,Engineering Sergeant,WhiteWolf2.png
WhiteWolf,Promotion/Role,23 January 2026,,,Commanding Lieutenant,Squadron Commander,WhiteWolf2.png
WhiteWolf,Award,03 April 2026,"Campaign Medallion Tier 2, Third Clasp",Operational Service Citation,,,WhiteWolf1.png
Willum,Promotion/Role,18 January 2025,,,Recruit,Reservist,Willum.png
Willum,Promotion/Role,21 January 2025,,,Private,Reservist,Willum.png
Willum,Promotion/Role,24 February 2025,,,Private,Medium Anti-Tank,Willum.png
Willum,Promotion/Role,05 May 2025,,,Private Proficient,Medium Anti-Tank,Willum.png
Willum,Award,02 August 2025,Campaign Medallion,Operational Service Citation,,,Willum.png
Willum,Promotion/Role,06 December 2025,,,Leading Private,Medium Anti-Tank,Willum.png
Willum,Award,11 February 2026,1 Year Service Citation,Period of Service Citation,,,Willum.png
Wingman,Promotion/Role,18 August 2025,,,Recruit,Reservist,Wingman.png
Wingman,Promotion/Role,29 August 2025,,,Private,Reservist,Wingman.png
Wingman,Promotion/Role,25 April 2026,,,Private Proficient,Reservist,Wingman.png
Wombat,Promotion/Role,27 July 2023,,,Recruit,Reservist,Wombat.png
Wombat,Promotion/Role,04 August 2023,,,Private,Reservist,Wombat.png
Wombat,Promotion/Role,27 October 2023,,,Private,Machine Gunner,Wombat.png
Wombat,Promotion/Role,03 March 2024,,,Private Proficient,Driver/Rifleman,Wombat.png
Wombat,Award,02 June 2024,Campaign Medallion,Operational Service Citation,,,Wombat.png
Wombat,Award,07 September 2024,1 Year Service Citation,Service Citation,,,Wombat.png
Wombat,Award,09 March 2025,"Campaign Medallion, First Clasp",Operational Service Citation,,,Wombat.png
Wombat,Promotion/Role,05 May 2025,,,Leading Private,Driver/Rifleman,Wombat.png
Wombat,Award,02 August 2025,2 Year Service Citation,Service Citation,,,Wombat.png
Wombat,Award,07 September 2025,"Campaign Medallion, First Clasp",Operational Service Citation,,,Wombat.png
Wombat,Promotion/Role,11 February 2026,,,Senior Private,Driver/Rifleman,Wombat.png
Wrighty,Promotion/Role,06 March 2026,,,Recruit,Reservist,Wrighty.png
Xantenius,Promotion/Role,02 September 2025,,,Recruit,Reservist,Xantenius.png
Xantenius,Promotion/Role,06 September 2025,,,Private,Reservist,Xantenius.png
Xantenius,Promotion/Role,25 April 2026,,,Private Proficient,Reservist,Xantenius.png
Xia,Promotion/Role,17 March 2026,,,Recruit,Reservist,Xia.png
Xia,Promotion/Role,26 March 2026,,,Private,Reservist,Xia.png
Xia,Promotion/Role,27 March 2026,,,Private,Driver/Rifleman,Xia.png
Xia,Promotion/Role,09 May 2026,,,Private,Reservist,Xia.png
Yoshi,Promotion/Role,17 December 2022,,,Recruit,Reservist,Yoshi2.png
Yoshi,Promotion/Role,07 January 2023,,,Private,Reservist,Yoshi2.png
Yoshi,Promotion/Role,19 February 2023,,,Private,Machine Gunner,Yoshi2.png
Yoshi,Promotion/Role,01 March 2023,,,Lance Corporal,Fireteam Leader,Yoshi2.png
Yoshi,Promotion/Role,30 July 2023,,,Corporal,Section Commander,Yoshi2.png
Yoshi,Award,02 September 2023,Campaign Medallion,Operational Service Citation,,,Yoshi1.png
Yoshi,Award,22 January 2024,1 Year Service Citation,Period of Service Citation,,,Yoshi1.png
Yoshi,Award,07 April 2024,"Campaign Medallion, First Clasp",Operational Service Citation,,,Yoshi1.png
Yoshi,Promotion/Role,04 August 2024,,,Private Proficient,Reservist,Yoshi2.png
Yoshi,Award,07 September 2024,Bronze Soldier Medallion,Non-Operational Award,,,Yoshi1.png
Yoshi,Award,07 September 2024,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Yoshi1.png
Yoshi,Promotion/Role,22 September 2024,,,Private Proficient,Machine Gunner,Yoshi2.png
Yoshi,Promotion/Role,16 November 2024,,,Senior Private,Machine Gunner,Yoshi2.png
Yoshi,Promotion/Role,30 November 2024,,,Warrant Officer Class Two,Company Sergeant Major,Yoshi2.png
Yoshi,Award,01 February 2025,2 Year Service Citation,Period of Service Citation,,,Yoshi1.png
Yoshi,Promotion/Role,09 March 2025,,,Warrant Officer Class One,Regimental Sergeant Major,Yoshi2.png
Yoshi,Promotion/Role,28 April 2025,,,Staff Captain,Adjutant,Yoshi2.png
Yoshi,Award,07 June 2025,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Yoshi1.png
Yoshi,Award,06 December 2025,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Yoshi1.png
Yoshi,Award,06 December 2025,Junior Leadership Award,Leadership Award,,,Yoshi1.png
Yoshi,Award,11 February 2026,3 Year Service Citation,Period of Service Citation,,,Yoshi1.png
Yoshi,Promotion/Role,11 February 2026,,,Captain,Adjutant,Yoshi2.png
Yoshi,Promotion/Role,19 May 2026,,,Senior Leading Private,Reservist,Yoshi2.png
Zadori,Promotion/Role,29 November 2025,,,Recruit,Reservist,Zadori.png
Zilo,Promotion/Role,30 August 2020,,,Private,Rifleman,Zilo2.png
Zilo,Promotion/Role,30 August 2020,,,Recruit,Rifleman,Zilo2.png
Zilo,Promotion/Role,04 September 2020,,,Lance Corporal,Fireteam Leader,Zilo2.png
Zilo,Award,18 April 2021,Campaign Medallion,Operational Service Citation,,,Zilo1.png
Zilo,Award,13 June 2021,Junior Leadership,Leadership Award,,,Zilo1.png
Zilo,Award,11 August 2021,1 Year Service Citation,Period of Service Citation,,,Zilo1.png
Zilo,Award,24 October 2021,"Campaign Medallion, First Clasp",Operational Service Citation,,,Zilo1.png
Zilo,Promotion/Role,20 May 2022,,,Corporal,Section Commander,Zilo2.png
Zilo,Award,26 June 2022,"Campaign Medallion, Second Clasp",Operational Service Citation,,,Zilo1.png
Zilo,Award,04 September 2022,2 Year Service Citation,Period of Service Citation,,,Zilo1.png
Zilo,Promotion/Role,18 October 2022,,,Private,Reservist,Zilo2.png
Zilo,Promotion/Role,13 November 2022,,,Private,Platoon Signaller,Zilo2.png
Zilo,Promotion/Role,15 February 2023,,,Signaller,Platoon Signaller,Zilo2.png
Zilo,Award,04 June 2023,"Campaign Medallion, Third Clasp",Operational Service Citation,,,Zilo1.png
Zilo,Award,05 November 2023,3 Year Service Citation,Period of Service Citation,,,Zilo1.png
Zilo,Award,05 November 2023,"Campaign Medallion, Fourth Clasp",Operational Service Citation,,,Zilo1.png
Zilo,Award,02 March 2024,Bronze Soldiers Medallion,Non-Operational Award,,,Zilo1.png
Zilo,Award,02 June 2024,"Campaign Medallion, Tier 2 First Clasp",Operational Service Citation,,,Zilo1.png
Zilo,Award,07 September 2024,Long Term Service Citation,Period of Service Citation,,,Zilo1.png
Zilo,Award,29 September 2024,Silver Soldiers Medallion,Non-Operational Award,,,Zilo1.png
Zilo,Promotion/Role,20 October 2024,,,Corporal,Section Commander,Zilo2.png
Zilo,Award,02 November 2024,"Campaign Medallion, Tier 2 Second Clasp",Operational Service Citation,,,Zilo1.png
Zilo,Promotion/Role,16 November 2024,,,Senior Corporal,Section Commander,Zilo2.png
Zilo,Award,02 August 2025,"Campaign Medallion, Tier 2 Third Clasp",Operational Service Citation,,,Zilo1.png
Zilo,Promotion/Role,23 November 2025,,,Senior Leading Private,Reservist,Zilo2.png
Zilo,Promotion/Role,05 December 2025,,,Senior Leading Private,Machinegunner,Zilo2.png
Zilo,Award,07 March 2026,"Campaign Medallion, Tier 2 Fourth Clasp",Operational Service Citation,,,Zilo1.png
Zilo,Award,November 2021,Gallantry Award,Operational Award,,,Zilo1.png
